candidate_id,age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
178775,26,Masters,Tier 2,6.89,1,3,3,1,0.22,0,0,13.5,0,4.19,304,Startup
178776,34,Bachelors,Tier 2,7.84,0,2,5,3,0.85,0,0,18.5,1,5.0,385,Mid-size
178777,22,Bachelors,Tier 2,7.29,2,1,2,0,0.07,0,0,6.0,1,5.43,574,Startup
178778,29,Bachelors,Tier 2,7.39,0,3,2,1,2.02,0,0,11.5,1,5.95,396,MNC
178779,24,Bachelors,Tier 3,6.74,1,0,2,1,0.56,0,0,5.5,0,5.15,448,Mid-size
178780,31,Bachelors,Tier 2,6.86,1,1,3,1,1.24,1,0,10.5,1,5.59,310,Startup
178781,23,Bachelors,Tier 3,6.56,2,2,5,6,0.96,1,0,24.0,1,5.48,450,MNC
178782,26,Bachelors,Tier 2,8.2,3,3,4,1,1.59,1,0,16.5,0,3.61,292,MNC
178783,23,Masters,Tier 2,7.79,2,3,3,2,2.04,0,0,15.0,1,8.45,569,Startup
178784,31,Masters,Tier 3,8.25,1,4,3,2,1.35,1,0,18.0,1,3.72,629,MNC
178785,34,Bachelors,Tier 1,6.19,3,3,5,2,1.21,0,1,19.0,1,4.13,332,Startup
178786,26,Bachelors,Tier 3,7.38,1,2,4,1,0.35,1,1,14.5,1,7.45,292,MNC
178787,33,PhD,Tier 1,7.25,1,6,4,0,0.24,0,0,20.0,1,7.45,451,Mid-size
178788,21,Masters,Tier 2,6.35,7,0,1,0,3.8,1,0,3.0,1,8.31,441,MNC
178789,24,Masters,Tier 3,8.98,2,6,1,1,2.09,0,0,15.5,0,8.12,470,Mid-size
178790,26,Masters,Tier 1,7.63,1,2,5,0,0.41,1,0,15.0,1,9.75,384,Startup
178791,23,Masters,Tier 2,6.79,2,4,5,0,1.55,0,1,18.0,1,6.4,260,MNC
178792,23,Masters,Tier 3,8.74,1,3,2,1,0.82,0,0,11.5,0,9.46,495,Startup
178793,32,Bachelors,Tier 3,7.56,4,3,4,2,1.22,0,0,17.0,0,7.64,321,Mid-size
178794,27,Bachelors,Tier 2,7.3,0,1,1,1,0.51,3,0,8.5,1,6.98,472,MNC
178795,30,Bachelors,Tier 2,7.13,1,2,2,1,0.02,0,0,9.5,1,3.54,434,Mid-size
178796,33,Bachelors,Tier 2,7.54,4,2,3,1,0.13,1,0,12.5,1,4.4,449,Mid-size
178797,27,Bachelors,Tier 3,7.43,1,1,4,1,3.25,1,0,12.5,0,7.88,451,MNC
178798,25,Bachelors,Tier 2,8.72,2,1,2,0,0.04,0,0,6.0,1,8.53,277,Startup
178799,21,Bachelors,Tier 2,7.17,2,2,5,1,0.06,2,0,17.5,1,6.76,388,Startup
178800,28,Bachelors,Tier 2,7.37,1,3,1,2,1.15,0,0,11.0,1,5.6,635,Startup
178801,23,Masters,Tier 3,7.29,3,2,3,1,2.63,1,0,12.5,1,9.46,436,MNC
178802,21,Bachelors,Tier 1,6.5,3,1,1,0,0.66,0,0,4.0,1,9.71,478,MNC
178803,21,Masters,Tier 2,7.08,0,5,3,0,0.51,0,1,16.0,1,3.73,480,MNC
178804,29,Bachelors,Tier 2,7.75,2,2,3,1,3.51,1,0,12.5,0,8.08,555,MNC
178805,29,Masters,Tier 3,7.66,3,2,2,1,1.82,0,0,9.5,1,8.61,635,MNC
178806,28,Bachelors,Tier 1,6.68,0,4,1,2,1.4,0,0,13.0,0,4.76,211,MNC
178807,24,Bachelors,Tier 2,7.63,2,3,1,3,2.01,1,0,13.5,1,6.33,461,Startup
178808,32,Bachelors,Tier 2,8.05,3,2,3,0,2.1,0,0,10.0,1,8.44,329,MNC
178809,34,Bachelors,Tier 1,8.11,2,5,2,1,2.09,0,0,15.5,1,9.2,386,MNC
178810,32,Bachelors,Tier 2,8.71,1,3,1,1,1.09,0,0,9.5,0,9.52,438,MNC
178811,29,Bachelors,Tier 1,8.01,1,5,2,0,1.69,1,0,15.0,1,3.31,538,Startup
178812,23,Bachelors,Tier 2,5.93,3,3,2,1,2.5,1,0,12.5,1,3.38,672,Mid-size
178813,33,Bachelors,Tier 3,8.58,2,4,5,2,0.96,0,1,21.0,0,4.13,448,Startup
178814,34,Bachelors,Tier 3,7.26,3,0,5,0,2.45,1,0,11.0,1,5.26,449,MNC
178815,23,Masters,Tier 2,7.79,0,1,3,0,0.11,1,1,9.0,1,6.37,530,Startup
178816,28,Bachelors,Tier 3,8.74,2,1,4,1,2.82,1,0,12.5,1,4.59,422,MNC
178817,29,Bachelors,Tier 1,7.79,2,1,4,1,0.76,0,0,11.5,1,8.18,512,MNC
178818,34,Masters,Tier 3,7.28,0,3,2,0,6.76,1,1,11.0,0,8.85,339,Startup
178819,22,Masters,Tier 2,7.6,0,4,2,2,3.39,1,0,16.0,0,7.71,424,Startup
178820,26,Bachelors,Tier 2,8.17,2,1,5,1,0.58,0,0,13.5,0,4.22,422,Startup
178821,32,Bachelors,Tier 2,7.96,5,0,5,4,0.13,2,0,18.0,0,4.42,474,Mid-size
178822,34,Bachelors,Tier 2,7.08,1,6,2,0,2.08,0,0,16.0,1,6.19,469,Mid-size
178823,23,Bachelors,Tier 3,7.17,3,4,4,0,0.83,0,0,16.0,1,6.64,633,MNC
178824,32,Masters,Tier 2,8.15,1,5,2,2,0.71,0,0,17.0,1,5.11,546,Startup
178825,31,Masters,Tier 3,6.03,1,3,2,1,0.77,1,0,12.5,1,5.93,431,Startup
178826,22,Bachelors,Tier 3,8.53,1,3,4,0,0.94,0,0,14.0,0,7.0,487,MNC
178827,27,Bachelors,Tier 1,7.76,0,2,5,2,0.47,0,0,17.0,1,5.6,542,Mid-size
178828,28,Masters,Tier 1,7.42,1,2,3,1,0.47,1,0,12.5,1,9.76,563,MNC
178829,34,Bachelors,Tier 3,7.02,3,1,4,2,1.68,1,0,14.0,1,9.55,368,Startup
178830,31,Masters,Tier 3,6.26,0,2,2,2,2.05,0,0,11.0,0,5.49,461,Mid-size
178831,24,Bachelors,Tier 3,6.95,2,4,1,0,1.6,0,0,10.0,0,8.33,297,MNC
178832,30,Bachelors,Tier 3,7.49,2,5,1,2,1.05,0,0,15.0,0,4.63,262,MNC
178833,24,Bachelors,Tier 2,8.14,3,2,3,2,0.88,1,0,14.0,1,8.21,420,MNC
178834,27,PhD,Tier 2,8.0,1,4,3,2,2.61,0,0,17.0,1,8.05,283,MNC
178835,33,Bachelors,Tier 2,6.23,2,5,2,2,0.49,0,1,17.0,0,4.52,465,Startup
178836,29,Bachelors,Tier 2,6.63,5,2,2,1,0.32,0,0,9.5,0,8.25,633,MNC
178837,33,Bachelors,Tier 2,8.68,2,2,1,2,2.4,1,0,10.0,1,3.12,316,Mid-size
178838,28,Bachelors,Tier 2,5.89,1,5,2,0,1.95,1,1,15.0,1,7.92,488,Startup
178839,21,Masters,Tier 2,7.3,2,5,2,0,0.75,1,0,15.0,1,3.88,505,MNC
178840,21,Bachelors,Tier 1,7.59,1,3,3,1,0.21,0,0,13.5,1,5.72,345,Startup
178841,25,PhD,Tier 1,7.52,1,3,3,1,0.19,1,0,14.5,1,4.25,542,MNC
178842,22,Bachelors,Tier 2,7.7,0,4,1,1,1.0,0,0,11.5,1,4.21,582,Startup
178843,29,Bachelors,Tier 3,7.07,3,8,1,1,0.58,0,0,19.5,1,6.28,497,MNC
178844,31,Masters,Tier 3,8.31,1,3,1,1,0.09,1,1,10.5,0,9.57,478,Mid-size
178845,28,Masters,Tier 2,6.81,2,3,1,2,0.1,1,0,12.0,1,6.81,654,MNC
178846,33,Bachelors,Tier 3,8.37,3,3,2,0,0.26,0,0,10.0,1,4.88,489,Startup
178847,31,Bachelors,Tier 1,8.0,1,5,4,2,3.06,0,1,21.0,1,9.19,326,Mid-size
178848,28,Bachelors,Tier 3,7.26,3,3,4,1,1.14,0,0,15.5,1,5.6,422,MNC
178849,22,Masters,Tier 3,7.19,3,3,3,0,0.51,0,0,12.0,1,3.34,263,MNC
178850,22,Bachelors,Tier 2,7.9,1,4,2,1,0.17,0,0,13.5,1,8.19,213,Startup
178851,26,Masters,Tier 2,7.99,0,3,5,1,3.02,0,0,17.5,1,4.2,293,Startup
178852,34,Bachelors,Tier 2,6.58,0,1,2,0,0.43,0,0,6.0,1,8.41,336,MNC
178853,34,Masters,Tier 1,6.57,1,3,5,0,0.72,1,1,17.0,1,8.38,428,MNC
178854,33,Masters,Tier 2,6.94,2,4,1,0,1.32,0,0,10.0,0,6.78,377,MNC
178855,31,Masters,Tier 2,7.54,3,3,4,0,4.65,2,0,16.0,1,6.97,710,MNC
178856,24,Bachelors,Tier 2,6.22,2,4,1,0,6.93,2,0,12.0,1,5.15,664,Startup
178857,29,Bachelors,Tier 3,8.34,0,3,2,0,0.45,0,0,10.0,0,3.45,235,MNC
178858,24,Bachelors,Tier 2,7.56,0,2,1,1,0.58,0,1,7.5,0,3.56,713,MNC
178859,32,Bachelors,Tier 3,7.65,1,4,1,1,2.37,0,0,11.5,0,4.85,630,MNC
178860,28,Bachelors,Tier 3,6.51,1,2,1,0,4.32,3,0,9.0,1,5.4,437,MNC
178861,26,Bachelors,Tier 3,8.33,1,2,1,0,1.07,3,0,9.0,1,9.68,438,Startup
178862,33,Bachelors,Tier 2,6.94,1,1,3,0,0.66,0,0,8.0,0,9.95,414,Startup
178863,24,PhD,Tier 2,6.68,0,3,1,0,0.19,0,0,8.0,1,3.54,606,Startup
178864,34,PhD,Tier 2,7.54,2,1,2,1,5.37,1,0,8.5,0,4.69,605,MNC
178865,34,Bachelors,Tier 2,6.05,2,3,3,0,1.62,1,0,13.0,1,3.09,335,Mid-size
178866,27,Bachelors,Tier 2,8.5,0,3,2,3,5.37,1,0,15.5,1,7.3,558,MNC
178867,24,Bachelors,Tier 1,8.1,0,2,5,0,0.65,0,0,14.0,1,7.99,151,Startup
178868,21,Bachelors,Tier 3,8.69,3,4,3,3,0.87,1,0,19.5,1,4.67,463,MNC
178869,34,Bachelors,Tier 2,6.65,0,2,1,5,0.58,1,0,14.5,1,3.99,554,Startup
178870,30,Bachelors,Tier 1,7.62,0,2,2,0,0.1,1,0,9.0,0,3.28,582,MNC
178871,21,Bachelors,Tier 2,7.61,2,0,3,1,2.03,0,0,7.5,1,7.8,480,Mid-size
178872,28,PhD,Tier 3,8.05,2,2,5,0,5.17,2,0,16.0,0,6.19,349,Mid-size
178873,27,Bachelors,Tier 3,7.41,1,5,4,1,0.38,0,1,19.5,0,8.7,601,Mid-size
178874,29,Masters,Tier 2,7.77,1,2,2,0,1.63,0,0,8.0,1,7.87,280,Mid-size
178875,25,Bachelors,Tier 1,7.88,1,2,2,0,0.59,1,0,9.0,0,7.92,353,MNC
178876,26,Bachelors,Tier 2,7.99,2,3,4,1,3.22,3,0,18.5,0,6.64,525,Mid-size
178877,30,Masters,Tier 1,7.93,2,1,2,0,0.45,1,0,7.0,1,8.19,668,Mid-size
178878,28,Bachelors,Tier 2,7.04,2,5,1,0,0.85,0,0,12.0,0,7.49,445,Mid-size
178879,23,Bachelors,Tier 2,7.5,2,2,1,1,7.18,2,0,9.5,1,5.13,368,Startup
178880,23,Masters,Tier 1,7.28,2,3,1,1,1.5,0,0,9.5,1,9.77,258,Startup
178881,32,Masters,Tier 1,6.89,1,3,4,0,8.55,1,0,15.0,1,7.33,325,Startup
178882,33,Bachelors,Tier 3,8.45,1,2,4,2,0.8,0,1,15.0,0,9.47,567,MNC
178883,30,Bachelors,Tier 1,7.06,0,0,5,0,0.26,0,0,10.0,0,9.73,478,Startup
178884,33,Bachelors,Tier 2,8.0,0,2,2,0,0.6,0,0,8.0,1,5.38,383,Startup
178885,30,Bachelors,Tier 2,9.36,0,7,4,2,0.89,1,0,26.0,1,9.26,618,Startup
178886,30,Bachelors,Tier 1,8.36,1,1,1,1,0.61,0,0,5.5,1,6.15,536,MNC
178887,21,Masters,Tier 2,7.74,3,6,1,2,1.26,0,0,17.0,1,9.26,387,Mid-size
178888,22,PhD,Tier 1,6.8,3,2,2,0,0.93,0,0,8.0,1,7.48,371,Mid-size
178889,22,Masters,Tier 3,8.49,3,3,3,0,0.62,1,1,13.0,1,4.94,641,Startup
178890,31,Masters,Tier 2,7.36,2,2,2,0,2.31,1,0,9.0,1,9.24,537,MNC
178891,27,PhD,Tier 1,7.17,3,2,5,1,0.09,0,0,15.5,1,8.53,239,Startup
178892,28,Masters,Tier 2,8.11,3,2,5,1,3.04,0,0,15.5,0,5.05,513,MNC
178893,32,Bachelors,Tier 2,8.11,2,3,1,0,2.93,1,0,9.0,1,4.9,441,Mid-size
178894,31,Bachelors,Tier 2,6.61,0,3,4,1,0.51,0,0,15.5,1,8.97,606,MNC
178895,34,Bachelors,Tier 3,7.3,0,3,1,1,0.76,1,0,10.5,1,6.85,327,Mid-size
178896,21,Masters,Tier 3,7.7,1,5,3,2,2.04,0,0,19.0,1,5.42,537,Startup
178897,21,Bachelors,Tier 2,8.03,3,3,1,2,0.35,1,0,12.0,1,5.37,540,MNC
178898,25,Bachelors,Tier 1,7.87,0,4,3,4,0.63,0,1,20.0,1,8.07,457,MNC
178899,21,Masters,Tier 1,7.46,2,0,5,0,2.42,0,0,10.0,1,8.67,423,Startup
178900,32,PhD,Tier 3,8.37,1,3,4,0,3.55,0,0,14.0,1,7.27,488,Mid-size
178901,22,Bachelors,Tier 2,6.59,1,3,5,0,0.03,1,0,17.0,0,5.32,368,Startup
178902,23,PhD,Tier 2,7.65,3,2,2,2,4.27,1,0,12.0,1,6.08,182,Startup
178903,33,Masters,Tier 2,6.77,0,4,3,1,2.43,2,0,17.5,1,5.55,236,Startup
178904,21,Masters,Tier 2,8.05,2,3,5,1,1.07,0,0,17.5,0,7.3,379,MNC
178905,29,Bachelors,Tier 3,7.87,0,2,1,4,1.28,1,0,13.0,1,9.58,522,Mid-size
178906,24,Bachelors,Tier 3,7.67,1,2,2,3,1.16,0,1,12.5,1,7.44,324,Mid-size
178907,31,Bachelors,Tier 1,7.34,2,2,3,2,6.47,0,0,13.0,1,9.44,426,MNC
178908,34,Masters,Tier 2,6.8,1,2,1,0,2.72,0,0,6.0,1,9.81,383,MNC
178909,33,Bachelors,Tier 3,8.67,3,4,2,3,0.13,0,0,16.5,0,7.57,406,MNC
178910,34,Masters,Tier 3,6.96,0,2,3,3,1.88,0,1,14.5,1,6.37,354,Startup
178911,34,Bachelors,Tier 2,7.38,5,2,5,0,1.61,0,0,14.0,0,9.75,555,MNC
178912,31,Bachelors,Tier 1,8.31,2,1,1,1,0.51,0,0,5.5,1,8.48,665,Startup
178913,26,PhD,Tier 3,6.63,5,1,3,3,2.5,0,0,12.5,1,9.68,572,Startup
178914,26,Bachelors,Tier 3,7.03,0,0,5,1,1.85,0,0,11.5,1,7.2,413,MNC
178915,23,Bachelors,Tier 2,7.93,1,4,4,2,0.51,2,0,21.0,1,8.78,567,MNC
178916,28,Masters,Tier 3,7.11,0,8,1,1,1.04,2,0,21.5,1,4.16,408,MNC
178917,34,Bachelors,Tier 3,6.91,2,0,2,0,3.1,0,0,4.0,0,4.93,478,Mid-size
178918,26,Bachelors,Tier 2,6.62,4,6,2,0,1.35,1,0,17.0,0,9.4,477,Startup
178919,26,Bachelors,Tier 2,7.04,0,7,2,1,1.44,0,0,19.5,1,5.01,509,Startup
178920,33,Bachelors,Tier 1,8.1,1,3,2,1,3.3,0,0,11.5,1,5.5,488,MNC
178921,21,Masters,Tier 2,7.03,0,1,3,2,2.34,1,0,12.0,1,7.9,564,Startup
178922,32,Masters,Tier 1,7.83,0,2,5,0,1.22,0,0,14.0,1,5.9,516,MNC
178923,27,Bachelors,Tier 3,7.35,3,2,2,1,0.52,0,0,9.5,0,9.38,603,MNC
178924,32,Bachelors,Tier 1,8.78,0,1,3,0,0.48,3,0,11.0,0,4.47,314,Startup
178925,24,Masters,Tier 2,6.48,2,4,3,2,3.58,0,0,17.0,1,7.1,225,Mid-size
178926,28,Bachelors,Tier 1,8.8,3,1,5,1,0.36,2,0,15.5,1,5.87,572,MNC
178927,33,Bachelors,Tier 3,7.83,1,2,2,0,2.13,2,0,10.0,1,6.47,362,Mid-size
178928,23,PhD,Tier 2,7.35,2,2,2,0,1.41,1,0,9.0,0,7.99,532,Startup
178929,24,Bachelors,Tier 3,8.2,1,4,2,2,0.51,1,0,16.0,1,6.46,274,Startup
178930,32,Bachelors,Tier 3,7.98,3,1,5,0,2.28,0,0,12.0,1,8.45,493,MNC
178931,34,Bachelors,Tier 2,6.36,3,2,4,0,1.3,1,0,13.0,0,3.88,307,Mid-size
178932,31,Masters,Tier 1,8.59,0,2,1,1,1.11,0,1,7.5,1,5.02,546,Startup
178933,21,Masters,Tier 1,7.85,2,3,4,1,0.91,0,0,15.5,0,9.12,340,Startup
178934,21,Masters,Tier 1,7.41,1,5,3,2,0.38,0,1,19.0,1,4.75,332,Mid-size
178935,32,Masters,Tier 2,8.85,2,3,1,2,0.29,0,0,11.0,1,3.2,654,MNC
178936,23,Bachelors,Tier 2,5.54,1,3,2,0,2.88,0,0,10.0,0,6.17,382,MNC
178937,29,Bachelors,Tier 3,8.94,0,5,3,2,0.61,0,2,19.0,1,5.36,420,Mid-size
178938,26,Bachelors,Tier 2,8.49,1,2,5,2,1.42,1,1,18.0,1,5.59,378,MNC
178939,22,Bachelors,Tier 2,6.64,3,0,5,0,1.83,0,0,10.0,1,5.49,341,MNC
178940,22,Bachelors,Tier 2,6.96,3,1,1,1,0.5,0,0,5.5,1,4.73,347,MNC
178941,27,Masters,Tier 2,7.8,2,2,5,0,1.84,0,0,14.0,1,8.46,482,Startup
178942,25,Bachelors,Tier 2,8.34,2,4,3,0,1.11,0,0,14.0,0,3.35,572,MNC
178943,33,Bachelors,Tier 3,7.65,3,4,1,2,0.57,0,0,13.0,1,6.54,386,Mid-size
178944,32,Bachelors,Tier 3,6.67,1,3,1,0,1.83,0,0,8.0,0,6.62,442,Startup
178945,31,Masters,Tier 1,7.92,1,2,1,2,0.57,0,1,9.0,0,3.35,443,Startup
178946,33,Bachelors,Tier 1,7.41,2,1,5,0,0.42,0,0,12.0,0,3.05,531,MNC
178947,31,Bachelors,Tier 1,8.13,2,6,2,0,1.09,2,0,18.0,1,6.61,402,MNC
178948,30,Bachelors,Tier 1,7.51,2,3,2,2,2.08,0,0,13.0,0,8.68,434,Startup
178949,23,Bachelors,Tier 1,6.41,3,4,3,1,0.45,1,0,16.5,1,4.29,528,Startup
178950,24,Bachelors,Tier 2,6.81,1,3,4,3,1.11,1,0,19.5,0,3.26,399,Startup
178951,21,Bachelors,Tier 2,8.11,0,4,4,0,1.76,0,0,16.0,1,5.37,481,Startup
178952,33,PhD,Tier 2,6.62,0,1,3,0,1.2,1,1,9.0,1,5.78,418,Mid-size
178953,31,Masters,Tier 2,7.75,1,2,3,1,0.32,0,0,11.5,0,5.63,556,Startup
178954,32,Bachelors,Tier 2,7.62,2,5,5,0,1.44,0,0,20.0,1,9.68,640,MNC
178955,23,Masters,Tier 2,7.19,0,5,2,1,0.98,2,0,17.5,0,3.57,447,MNC
178956,32,Bachelors,Tier 1,7.38,1,4,1,0,1.6,0,0,10.0,1,5.91,364,MNC
178957,24,Bachelors,Tier 2,6.66,1,3,1,2,0.96,0,0,11.0,1,4.9,600,MNC
178958,33,Masters,Tier 1,8.14,0,1,3,0,0.07,2,0,10.0,1,6.24,466,Mid-size
178959,34,Masters,Tier 3,6.75,0,4,4,2,2.25,0,1,19.0,1,5.39,466,Mid-size
178960,29,Bachelors,Tier 2,8.68,0,2,3,1,1.5,0,0,11.5,1,3.8,450,Startup
178961,31,Bachelors,Tier 2,5.82,0,5,5,0,2.89,0,0,20.0,1,5.5,530,Mid-size
178962,30,Bachelors,Tier 1,7.49,6,1,5,3,0.12,1,1,17.5,1,8.75,472,Startup
178963,25,Masters,Tier 2,8.58,2,3,1,1,0.35,0,0,9.5,1,6.34,189,MNC
178964,28,PhD,Tier 2,7.2,4,2,1,0,1.71,0,0,6.0,1,8.81,180,Mid-size
178965,25,Masters,Tier 3,7.25,3,5,3,0,1.48,0,0,16.0,0,5.83,455,MNC
178966,25,Bachelors,Tier 3,7.16,1,4,3,1,5.12,0,0,15.5,1,4.14,394,Startup
178967,28,Bachelors,Tier 1,7.78,0,0,3,2,0.42,1,0,10.0,1,8.3,402,Mid-size
178968,23,Bachelors,Tier 1,8.29,3,2,5,1,0.62,1,0,16.5,1,8.66,527,Mid-size
178969,25,Masters,Tier 1,7.45,1,5,5,2,1.34,0,0,23.0,1,7.82,436,Startup
178970,33,Masters,Tier 3,8.24,3,3,5,0,0.2,0,0,16.0,1,5.83,728,MNC
178971,33,Bachelors,Tier 2,7.5,3,1,3,1,0.45,3,0,12.5,1,8.2,111,MNC
178972,25,Bachelors,Tier 1,8.58,1,3,5,0,0.82,1,0,17.0,1,7.25,216,Mid-size
178973,21,Masters,Tier 1,7.73,1,6,2,3,0.63,0,0,20.5,1,8.62,522,MNC
178974,23,PhD,Tier 1,7.57,2,6,4,0,3.71,0,2,20.0,1,6.98,765,Mid-size
178975,24,Bachelors,Tier 3,5.76,2,4,1,1,0.25,0,0,11.5,1,9.17,502,MNC
178976,30,PhD,Tier 1,7.0,0,3,2,1,0.27,1,0,12.5,0,5.34,732,Startup
178977,26,Bachelors,Tier 1,6.36,0,0,1,1,0.5,1,1,4.5,1,8.09,521,MNC
178978,32,Bachelors,Tier 1,8.14,2,2,1,2,2.12,1,0,10.0,1,5.75,436,Startup
178979,26,Bachelors,Tier 2,7.56,2,3,1,0,2.7,0,0,8.0,1,6.8,353,MNC
178980,25,Bachelors,Tier 2,8.41,1,1,2,1,0.96,0,0,7.5,1,6.1,467,MNC
178981,31,Bachelors,Tier 2,6.65,0,5,2,0,0.12,0,0,14.0,1,9.28,251,Mid-size
178982,22,Masters,Tier 3,6.76,2,4,4,1,0.95,2,0,19.5,0,9.37,408,Mid-size
178983,24,Bachelors,Tier 2,7.63,3,3,3,0,0.02,0,0,12.0,1,6.07,260,Startup
178984,31,Bachelors,Tier 2,8.69,2,0,5,3,3.69,1,0,15.5,0,6.15,379,MNC
178985,33,Bachelors,Tier 3,7.79,1,4,5,1,2.42,1,0,20.5,0,6.8,502,Startup
178986,25,Bachelors,Tier 3,6.28,1,1,5,1,1.1,0,0,13.5,1,4.06,312,Startup
178987,27,Bachelors,Tier 1,6.99,3,2,2,1,0.99,0,0,9.5,1,9.19,313,Mid-size
178988,33,Bachelors,Tier 1,8.11,2,6,2,1,2.79,1,0,18.5,1,8.1,448,Startup
178989,26,Masters,Tier 1,6.52,0,2,5,0,4.49,0,1,14.0,0,6.07,468,Startup
178990,22,Bachelors,Tier 2,8.64,1,3,4,0,1.93,0,0,14.0,1,3.42,358,Startup
178991,28,Masters,Tier 2,8.01,1,3,3,1,2.85,0,0,13.5,1,5.84,372,Startup
178992,30,Bachelors,Tier 3,7.86,0,5,4,1,0.72,0,0,19.5,1,3.19,336,MNC
178993,33,Bachelors,Tier 2,6.79,2,7,1,0,0.87,0,1,16.0,1,3.85,300,MNC
178994,34,Bachelors,Tier 2,8.08,2,2,2,1,0.24,0,0,9.5,1,9.11,383,Mid-size
178995,30,Bachelors,Tier 3,7.06,3,5,5,1,1.17,1,1,22.5,0,5.34,469,Startup
178996,28,Masters,Tier 2,8.07,0,2,2,0,2.35,1,0,9.0,1,9.67,433,Mid-size
178997,24,Bachelors,Tier 1,7.4,2,5,2,1,2.43,0,0,15.5,1,4.33,423,Startup
178998,21,Bachelors,Tier 1,7.39,0,1,1,0,0.65,0,1,4.0,0,6.82,453,Mid-size
178999,23,Masters,Tier 3,7.16,3,4,3,1,3.85,0,0,15.5,1,7.79,505,MNC
179000,29,Bachelors,Tier 2,8.06,0,3,1,1,2.38,0,0,9.5,0,8.58,462,Startup
179001,26,Bachelors,Tier 1,8.87,2,1,5,1,1.41,1,0,14.5,1,3.7,524,Startup
179002,21,Bachelors,Tier 1,6.04,1,4,5,1,0.36,1,0,20.5,1,7.33,501,MNC
179003,23,Masters,Tier 2,6.92,0,3,1,1,0.41,3,0,12.5,0,5.67,440,Startup
179004,28,Bachelors,Tier 1,7.91,3,3,2,1,0.92,2,1,13.5,1,3.6,356,MNC
179005,32,Masters,Tier 3,7.51,0,2,3,2,2.25,0,0,13.0,0,5.18,545,Mid-size
179006,22,Masters,Tier 3,9.63,0,6,1,1,1.84,0,0,15.5,0,8.01,384,MNC
179007,29,Bachelors,Tier 2,6.02,0,3,1,1,1.17,0,0,9.5,1,5.46,547,MNC
179008,29,Bachelors,Tier 3,9.33,2,2,3,1,2.36,0,0,11.5,1,4.9,496,MNC
179009,24,Bachelors,Tier 3,8.24,2,3,2,1,0.61,0,0,11.5,0,7.61,542,Startup
179010,24,Bachelors,Tier 1,6.62,1,0,1,0,0.88,0,1,2.0,1,9.25,319,Startup
179011,25,PhD,Tier 1,6.99,2,2,3,3,0.79,0,0,14.5,0,4.51,415,Startup
179012,33,PhD,Tier 2,8.23,5,1,5,3,2.32,0,0,16.5,1,8.33,493,MNC
179013,28,Masters,Tier 1,8.02,2,4,1,1,0.88,0,0,11.5,1,9.73,498,MNC
179014,24,Bachelors,Tier 3,5.69,2,1,2,0,1.58,0,0,6.0,1,3.15,428,Startup
179015,29,Masters,Tier 2,8.49,0,2,1,1,0.71,0,1,7.5,0,5.24,369,Mid-size
179016,23,Bachelors,Tier 2,6.89,0,2,4,0,2.01,1,0,13.0,1,9.96,436,Mid-size
179017,29,Bachelors,Tier 1,6.45,1,4,3,0,0.13,1,0,15.0,0,9.44,441,MNC
179018,33,Bachelors,Tier 3,7.28,0,1,3,0,0.71,0,1,8.0,1,6.49,422,Mid-size
179019,21,Bachelors,Tier 3,8.45,2,2,5,0,0.43,0,0,14.0,1,7.91,291,Mid-size
179020,28,Bachelors,Tier 2,8.47,1,3,1,1,0.16,0,0,9.5,1,5.88,444,MNC
179021,27,Bachelors,Tier 2,5.77,4,2,2,2,1.64,0,0,11.0,1,5.44,397,Mid-size
179022,30,Bachelors,Tier 2,8.33,2,2,2,1,5.17,0,0,9.5,0,9.23,477,Startup
179023,28,Bachelors,Tier 2,8.1,3,1,4,1,3.42,0,0,11.5,1,5.97,452,Startup
179024,22,PhD,Tier 3,6.65,0,4,3,1,1.2,1,0,16.5,0,8.3,164,MNC
179025,30,Bachelors,Tier 3,8.27,2,3,1,2,0.98,0,0,11.0,0,8.47,457,MNC
179026,27,Bachelors,Tier 1,7.31,4,4,2,2,1.53,0,1,15.0,1,9.84,411,Startup
179027,24,Bachelors,Tier 2,7.7,3,5,4,0,2.34,0,0,18.0,1,6.53,416,MNC
179028,21,Bachelors,Tier 2,7.37,1,4,2,2,5.96,1,1,16.0,1,4.19,545,Startup
179029,23,Masters,Tier 1,8.06,1,5,3,0,2.01,0,0,16.0,0,7.28,597,Startup
179030,25,Masters,Tier 3,8.85,2,5,5,0,0.54,0,1,20.0,1,3.31,382,MNC
179031,32,Bachelors,Tier 3,7.39,4,3,3,2,3.48,0,0,15.0,1,6.33,343,Startup
179032,24,Bachelors,Tier 2,9.0,1,4,2,0,1.21,0,0,12.0,1,9.03,486,Startup
179033,28,Bachelors,Tier 1,7.29,2,4,1,1,0.43,0,0,11.5,0,8.48,433,MNC
179034,22,Bachelors,Tier 3,6.79,1,1,2,0,0.28,0,0,6.0,0,3.46,358,MNC
179035,28,Bachelors,Tier 1,8.45,4,1,4,0,2.78,1,0,11.0,1,6.67,435,MNC
179036,30,Bachelors,Tier 2,7.79,1,2,4,1,4.4,1,1,14.5,1,3.26,481,Startup
179037,30,Bachelors,Tier 3,7.11,0,2,5,1,0.41,1,0,16.5,0,8.5,618,Startup
